caption,dataset,category
there is a brown table beneath a cup in the evening.,vidstg,1.1 Relative Position
a child in yellow and red hits a sports ball.,vidstg,3.3 Instantaneous Motion & Impact
a child in yellow and red hits a sports ball.,vidstg,3.3 Instantaneous Motion & Impact
a child in yellow and red hits a sports ball.,vidstg,3.3 Instantaneous Motion & Impact
a child leans on a table in the room.,vidstg,1.2.1 Supportive Contact
a child leans on a table in the room.,vidstg,1.2.1 Supportive Contact
a baby leans on an adult at home.,vidstg,1.2.1 Supportive Contact
there is a black dog away an adult in the room.,vidstg,1.1 Relative Position
there is a black cat kicking a gray cat.,vidstg,3.3 Instantaneous Motion & Impact
there is a black cat kicking a gray cat.,vidstg,3.3 Instantaneous Motion & Impact
an adult in white clothes is away from another adult.,vidstg,1.1 Relative Position
an adult in white speaks to a child in white outdoors.,vidstg,1.4 Communicative Acts
an adult in white speaks to a child in white outdoors.,vidstg,1.4 Communicative Acts
an adult in white speaks to a child in white outdoors.,vidstg,1.4 Communicative Acts
an adult woman in black short plays a brown guitar in the big room.,vidstg,2.4 Durational States & Non-Actions
adult in white clothes speaks to an adult holding a camera.,vidstg,1.4 Communicative Acts
an adult woman in shirt touches a naked baby.,vidstg,1.2.2 Manipulative Contact
an adult in white clothes pushes a baby.,vidstg,3.3 Instantaneous Motion & Impact
an adult is above a watercraft on the river.,vidstg,1.1 Relative Position
an adult lifts a baby on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult lifts a baby on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult lifts a baby on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult lifts a baby on the ground.,vidstg,3.3 Instantaneous Motion & Impact
an adult in yellow holds an orange fruits at home.,vidstg,1.2.2 Manipulative Contact
an adult in yellow holds an orange fruits at home.,vidstg,1.2.2 Manipulative Contact
an adult in yellow holds an orange fruits at home.,vidstg,1.2.2 Manipulative Contact
an adult in blue clothes holds a cellphone.,vidstg,1.2.2 Manipulative Contact
there is a green bottle next to a dish at home.,vidstg,1.1 Relative Position
an adult women is in front of the adult man.,vidstg,1.1 Relative Position
a baby touches an adult women on the sofa.,vidstg,1.2.2 Manipulative Contact
a baby touches an adult women on the sofa.,vidstg,1.2.2 Manipulative Contact
a baby touches an adult women on the sofa.,vidstg,1.2.2 Manipulative Contact
the adult with beard is towards the screen/monitor.,vidstg,1.1 Relative Position
an adult is in front of another adult on the room.,vidstg,1.1 Relative Position
an adult pats a child in a dress.,vidstg,1.2.2 Manipulative Contact
an adult man in red is above a black sofa.,vidstg,1.1 Relative Position
an adult in blue clothes is towards a little child at home.,vidstg,1.1 Relative Position
there is a motorcycle next to another motorcycle in the wild.,vidstg,1.1 Relative Position
there is a toy away an another toy on a desk.,vidstg,1.1 Relative Position
there is a sofa beneath an adult in gray clothes.,vidstg,1.1 Relative Position
an adult in white clothes caresses a dog.,vidstg,1.2.3 Social/Affectionate Contact
there is an electric fan above a chair.,vidstg,1.1 Relative Position
there is a hamster in front of another hamster on the bed.,vidstg,1.1 Relative Position
adult wearing purple suit in front of an adult wearing a grey suit.,vidstg,1.1 Relative Position
an adult in white clothes is towards a lase truck.,vidstg,1.1 Relative Position
a child presses a toy inside a room.,vidstg,1.2.2 Manipulative Contact
there is a watercraft beneath an adult in the playground.,vidstg,1.1 Relative Position
there is a sliver laptop above a brown table in a room.,vidstg,1.1 Relative Position
an adult man in black is behind another adult man in black.,vidstg,1.1 Relative Position
there is a red toy above a colorful toy in the room.,vidstg,1.1 Relative Position
a child in striped clothes holds a toy in the room.,vidstg,1.2.2 Manipulative Contact
there is a blue chair beneath an adult woman in shirt in the office.,vidstg,1.1 Relative Position
the adult women speaks to another adult women.,vidstg,1.4 Communicative Acts
an adult wearing striped shirt holds a baby.,vidstg,1.2.2 Manipulative Contact
there is a sofa beneath a child at home.,vidstg,1.1 Relative Position
there is a black laptop next to a dog at home.,vidstg,1.1 Relative Position
a child with white shoes chases a sports ball on the floor.,vidstg,3.1.1 Approach & Depart
a child in green rides a ski in the snow.,vidstg,2.4 Durational States & Non-Actions
an adult in blue clothes is in front of another adult in pink panties.,vidstg,1.1 Relative Position
an adult with glasses speaks to a female adult.,vidstg,1.4 Communicative Acts
an adult rides a watercraft on the lake.,vidstg,3.1.1 Approach & Depart
there is a yellow dog behind a black dog.,vidstg,1.1 Relative Position
a child in white holds hand of an adult on the grass.,vidstg,1.2.2 Manipulative Contact
a child in white holds hand of an adult on the grass.,vidstg,1.2.2 Manipulative Contact
a child in white holds hand of an adult on the grass.,vidstg,1.2.2 Manipulative Contact
a child in white holds hand of an adult on the grass.,vidstg,1.2.2 Manipulative Contact
a toy is above the child in white.,vidstg,1.1 Relative Position
the child is waving hand to red toy.,vidstg,1.3.2 Indicative Gesture
there is a black dog away a red toy.,vidstg,1.1 Relative Position
a child with glasses holds a toy in the stool.,vidstg,1.2.2 Manipulative Contact
a child with glasses holds a toy in the stool.,vidstg,1.2.2 Manipulative Contact
a child with glasses holds a toy in the stool.,vidstg,1.2.2 Manipulative Contact
an adult rides a watercraft on the water.,vidstg,3.1.1 Approach & Depart
there is a white chair behind an adult man in pale blue in a classroom.,vidstg,1.1 Relative Position
an adult with blond-hair pulls a silver suitcase.,vidstg,3.2 Object Transference
there is a black sofa beneath an adult in white at home.,vidstg,1.1 Relative Position
there is a toy above a sofa at home.,vidstg,1.1 Relative Position
a child in white clothes is above a sofa.,vidstg,1.1 Relative Position
an adult in white clothes is away from another adult in black clothes.,vidstg,1.1 Relative Position
an adult with the black tie holds hand of another adult in the white dress.,vidstg,1.2.3 Social/Affectionate Contact
there is a white dog smelling an adult on the ground.,vidstg,1.3.1 Gaze
there is a white dog smelling an adult on the ground.,vidstg,1.3.1 Gaze
there is a white dog smelling an adult on the ground.,vidstg,1.3.1 Gaze
there is a ball in front of a child in green in the gym.,vidstg,1.1 Relative Position
a child in black pushes a bicycle on the playground.,vidstg,3.3 Instantaneous Motion & Impact
an adult in striped clothes hugs another adult in black clothes.,vidstg,1.2.3 Social/Affectionate Contact
an adult man in tan rides a black bicycle outdoors.,vidstg,3.1.1 Approach & Depart
an adult man in tan rides a black bicycle outdoors.,vidstg,3.1.1 Approach & Depart
a baby leans on a baby seat in living room.,vidstg,1.2.1 Supportive Contact
a child is next to a female adult.,vidstg,1.1 Relative Position
an adult is away from another adult in the playground.,vidstg,1.1 Relative Position
an adult in black leans on a pink sofa.,vidstg,1.2.1 Supportive Contact
an adult in black leans on a pink sofa.,vidstg,1.2.1 Supportive Contact
there is a backpack away an adult in a canteen.,vidstg,1.1 Relative Position
an adult in red clothes releases another adult in green clothes.,vidstg,3.2 Object Transference
an older adult woemen is speaking to the younger adult women.,vidstg,1.4 Communicative Acts
there is a dog licking another dog on the floor.,vidstg,1.2.2 Manipulative Contact
there is a dog licking another dog on the floor.,vidstg,1.2.2 Manipulative Contact
an adult is next to a cup next to the table.,vidstg,1.1 Relative Position
an adult in black is above a ski on the snow.,vidstg,1.1 Relative Position
the adult in black is holding the cup.,vidstg,1.2.2 Manipulative Contact
the adult in black is holding the cup.,vidstg,1.2.2 Manipulative Contact
the adult in black is holding the cup.,vidstg,1.2.2 Manipulative Contact
an adult woman in red holds a glass bottle.,vidstg,1.2.2 Manipulative Contact
there is a sports ball away from a child in yellow on the grass.,vidstg,1.1 Relative Position
a baby releases a toy in the playground.,vidstg,2.2 Object State Change
there is a black cattle away an adult wearing a beige hat.,vidstg,1.1 Relative Position
there is a bicycle red behind an adult man in red on the road.,vidstg,1.1 Relative Position
an adult is holding hands of the adult.,vidstg,1.2.3 Social/Affectionate Contact
an adult is holding hands of the adult.,vidstg,1.2.3 Social/Affectionate Contact
there is a sheep next to another sheep.,vidstg,1.1 Relative Position
a child in pink is above a bicycle on the ground.,vidstg,1.1 Relative Position
there is a baby walker towards an adult outdoors.,vidstg,1.1 Relative Position
a baby in black is inside a green baby seat at home.,vidstg,1.1 Relative Position
a child is behind another child in a gym.,vidstg,1.1 Relative Position
a baby in pink leans on a baby walker in pink in the room.,vidstg,1.2.1 Supportive Contact
an adult on the left rides a watercraft.,vidstg,3.1.1 Approach & Depart
an adult wearing red pants is away from a child in black clothes.,vidstg,1.1 Relative Position
an adult man in white watches another adult woman in black.,vidstg,1.3.1 Gaze
a goat is towards to an another goat.,vidstg,3.1.1 Approach & Depart
the adult on the left is watching the cow.,vidstg,1.3.1 Gaze
an adult in blue clothes holds a green cup.,vidstg,1.2.2 Manipulative Contact
an adult in black clothes watches a baby.,vidstg,1.3.1 Gaze
an adult in red clothes is next to another adult in white clothes.,vidstg,1.1 Relative Position
a baby is above a dog in the wild.,vidstg,1.1 Relative Position
an adult playing the piano is above a bench in the piano room.,vidstg,1.1 Relative Position
an adult in black holds a child in red by the slide.,vidstg,1.2.2 Manipulative Contact
a baby in pink kicks a ball in the living room.,vidstg,3.3 Instantaneous Motion & Impact
a baby in pink kicks a ball in the living room.,vidstg,3.3 Instantaneous Motion & Impact
a baby in pink kicks a ball in the living room.,vidstg,3.3 Instantaneous Motion & Impact
a baby in pink kicks a ball in the living room.,vidstg,3.3 Instantaneous Motion & Impact
an adult wearing white hat holds a motorcycle.,vidstg,1.2.2 Manipulative Contact
a child is next to another child on the ground.,vidstg,1.1 Relative Position
a baby in yellow leans on a child on the sofa.,vidstg,1.2.1 Supportive Contact
an adult is towards another adult in white clothes.,vidstg,1.1 Relative Position
an adult women in white speaks to another adult women in black.,vidstg,1.4 Communicative Acts
there is a cat biting an adult on the ground.,vidstg,1.2.3 Social/Affectionate Contact
there is a cat biting an adult on the ground.,vidstg,1.2.3 Social/Affectionate Contact
there is a cat biting an adult on the ground.,vidstg,1.2.3 Social/Affectionate Contact
an adult man in black shorts watches another adult man in black shorts.,vidstg,1.3.1 Gaze
a female adult leans on a male adult.,vidstg,1.2.1 Supportive Contact
an adult dragging a suitcase is away an adult with a white hat.,vidstg,3.1.1 Approach & Depart
an adult caresses a brown dog in a room.,vidstg,1.2.3 Social/Affectionate Contact
the child is wave hand to the adult.,vidstg,1.3.2 Indicative Gesture
there is a brown table beneath the vegetables.,vidstg,1.1 Relative Position
there is a screen towards an adult in a lab.,vidstg,1.1 Relative Position
a baby in orange clothes is in front of a black sofa.,vidstg,1.1 Relative Position
an adult uses a camera at home.,vidstg,1.2.2 Manipulative Contact
an adult uses a camera at home.,vidstg,1.2.2 Manipulative Contact
an adult sitting in chair lifts a cup.,vidstg,3.2 Object Transference
there is a bottle next to another bottle in the living room.,vidstg,1.1 Relative Position
an adult man in black watches a bicycle outdoors.,vidstg,1.3.1 Gaze
a child is in front of a monitor inside a room.,vidstg,1.1 Relative Position
an adult in black clothes holds hand of a female adult.,vidstg,1.2.3 Social/Affectionate Contact
an adult wearing black pants is next to a ski.,vidstg,1.1 Relative Position
